Iter = 1, PhenoGraph_k = 30, complete_graph (percentile=95,k=10), Overall Survival, Number of Groups = 5, p-value = 0.00117
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 10, p-value = 0.33080
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 10, p-value = 0.11863
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 10, p-value = 0.02495
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 8, p-value = 0.02681
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 7, p-value = 0.02997
Iter = 2, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.10519
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.02198
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.00485
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.03361
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.01240
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.01179
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.00319
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.01020
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.00680
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.00850
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.00391
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 11, p-value = 0.10143
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.13358
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.03177
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.01931
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 10, p-value = 0.03535
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 10, p-value = 0.02829
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 9, p-value = 0.06396
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 10, p-value = 0.00529
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.01326
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.10224
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.02658
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 10, p-value = 0.02253
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.00231
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 7, p-value = 0.00554
Iter = 2, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.10519
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.02198
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.00485
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.03361
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.01240
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.01179
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.00319
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.01020
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.00680
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.00850
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.00391
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 11, p-value = 0.10143
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.13358
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.03177
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.01931
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 10, p-value = 0.03535
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 10, p-value = 0.02829
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 9, p-value = 0.06396
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 10, p-value = 0.00529
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.01326
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.10224
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.02658
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 10, p-value = 0.02253
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.00231
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 7, p-value = 0.00554
Iter = 2, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.01253
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Disease-specific Survival, Number of Groups = 10, p-value = 0.05502
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Disease-specific Survival, Number of Groups = 9, p-value = 0.00993
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Disease-specific Survival, Number of Groups = 7, p-value = 0.03815
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.01971
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.03367
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.02969
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.03189
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.02662
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.01906
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Disease-specific Survival, Number of Groups = 5, p-value = 0.03036
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 11, p-value = 0.13929
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 10, p-value = 0.10324
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 10, p-value = 0.17498
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 10, p-value = 0.21589
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 10, p-value = 0.06900
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 10, p-value = 0.03316
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 9, p-value = 0.04997
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 10, p-value = 0.03850
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 10, p-value = 0.16740
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 10, p-value = 0.33080
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 10, p-value = 0.11863
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 10, p-value = 0.02495
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 8, p-value = 0.02681
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 7, p-value = 0.02997
Iter = 2, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.10519
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.02198
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 9, p-value = 0.00485
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 7, p-value = 0.03361
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.01240
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.01179
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.00319
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.01020
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.00680
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.00850
Iter = 2, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 5, p-value = 0.00391
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 11, p-value = 0.10143
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.13358
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.03177
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.01931
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 10, p-value = 0.03535
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 10, p-value = 0.02829
Iter = 2, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 9, p-value = 0.06396
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 10, p-value = 0.00529
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.01326
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.10224
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 10, p-value = 0.02658
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 10, p-value = 0.02253
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.00231
Iter = 2, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 7, p-value = 0.00554
Iter = 3, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05315
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.02924
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.07467
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.03903
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06333
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.04689
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05892
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05165
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05165
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.02664
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.03654
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.64731
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 11, p-value = 0.04010
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 11, p-value = 0.06589
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 11, p-value = 0.17577
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 10, p-value = 0.07768
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.03348
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.09180
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.04279
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.19691
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.22950
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 9, p-value = 0.11331
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 8, p-value = 0.07221
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 7, p-value = 0.01595
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 7, p-value = 0.04008
Iter = 3, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.03197
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Disease-specific Survival, Number of Groups = 10, p-value = 0.02239
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Disease-specific Survival, Number of Groups = 8, p-value = 0.00582
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.02706
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.05058
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.02523
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.03562
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.03129
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.03129
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.01788
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Disease-specific Survival, Number of Groups = 6, p-value = 0.02178
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 9, p-value = 0.74570
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 11, p-value = 0.00133
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 11, p-value = 0.01502
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 11, p-value = 0.06604
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 10, p-value = 0.09085
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 8, p-value = 0.00557
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 8, p-value = 0.01823
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Disease-specific Survival, Number of Groups = 9, p-value = 0.00927
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Disease-specific Survival, Number of Groups = 10, p-value = 0.04177
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Disease-specific Survival, Number of Groups = 10, p-value = 0.08642
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Disease-specific Survival, Number of Groups = 9, p-value = 0.03198
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Disease-specific Survival, Number of Groups = 8, p-value = 0.15988
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Disease-specific Survival, Number of Groups = 7, p-value = 0.00454
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Disease-specific Survival, Number of Groups = 7, p-value = 0.00638
Iter = 3, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05315
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.02924
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.07467
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.03903
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06333
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.04689
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05892
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05165
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05165
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.02664
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.03654
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.64731
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 11, p-value = 0.04010
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 11, p-value = 0.06589
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 11, p-value = 0.17577
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 10, p-value = 0.07768
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 8, p-value = 0.03348
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 8, p-value = 0.09180
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.04279
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 10, p-value = 0.19691
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.22950
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=15), Relapse-free Survival, Number of Groups = 9, p-value = 0.11331
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=20), Relapse-free Survival, Number of Groups = 8, p-value = 0.07221
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=25), Relapse-free Survival, Number of Groups = 7, p-value = 0.01595
Iter = 3, PhenoGraph_k = 100, two_step_knn_graph (percentile=95,k=30), Relapse-free Survival, Number of Groups = 7, p-value = 0.04008
Iter = 3, PhenoGraph_k = 100, complete_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05315
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=95,k=10), Relapse-free Survival, Number of Groups = 10, p-value = 0.02924
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=90,k=10), Relapse-free Survival, Number of Groups = 8, p-value = 0.07467
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=85,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.03903
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=80,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.06333
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=75,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.04689
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=70,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05892
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=65,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05165
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=60,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.05165
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=55,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.02664
Iter = 3, PhenoGraph_k = 100, complete_graph_with_weak_edges_removed (percentile=50,k=10), Relapse-free Survival, Number of Groups = 6, p-value = 0.03654
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=3), Relapse-free Survival, Number of Groups = 9, p-value = 0.64731
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=5), Relapse-free Survival, Number of Groups = 11, p-value = 0.04010
Iter = 3, PhenoGraph_k = 100, knn_graph (percentile=95,k=10), Relapse-free Survival, Number of Groups = 11, p-value = 0.06589
